,q_values,state,action
999,[[ 1.371963   1.819474  -6.8592896]],"[-0.10877943 -0.11150588 -0.506293   -0.91244715 -0.20874903  0.
  1.          0.        ]",[0. 1. 0.]
1000,[[ 1.6977694  1.950069  -6.523726 ]],"[-0.19159095 -0.18645833 -0.506293   -0.91233805 -0.23876045  0.
  1.          0.        ]",[0. 1. 0.]
1001,[[ 1.5063932  1.8057263 -7.0330267]],"[-0.03921162  0.078759   -0.98867637 -0.86107414 -0.19846182  0.
  1.          0.        ]",[0. 1. 0.]
1002,[[ 2.0268223  2.0766888 -5.9168663]],"[-0.0926933   0.02002466 -0.99349709 -0.87591576 -0.21661325  0.
  1.          0.        ]",[0. 1. 0.]
1003,[[ 1.8050098  1.9449639 -6.439846 ]],"[-0.0694073   0.0268421  -0.99349709 -0.93736992 -0.21044537  0.
  1.          0.        ]",[0. 1. 0.]
1004,[[ 1.9356174  2.033892  -6.3211913]],"[-0.16722854 -0.11428835 -0.56550028 -0.87910408 -0.24527732  0.
  1.          0.        ]",[0. 1. 0.]
1005,[[ 1.5050058  1.7446927 -7.142668 ]],"[-0.14757983 -0.20318138 -0.46789714 -0.8910362  -0.24025231  0.
  1.          0.        ]",[0. 1. 0.]
1006,[[ 1.5017121  1.8055453 -7.0613847]],"[-0.13232404 -0.11825447 -0.62940069 -0.93916666 -0.23655168  0.
  1.          0.        ]",[0. 1. 0.]
1007,[[ 1.5847026  1.817678  -7.0939465]],"[-0.19400058 -0.23075666 -0.2983771  -0.87736668 -0.25810574  0.
  1.          0.        ]",[0. 1. 0.]
1008,[[ 1.415882   1.7842114 -7.243533 ]],"[-0.26701428 -0.37742088  0.02937506 -0.84540434 -0.2873042   0.
  1.          0.        ]",[0. 1. 0.]
1009,[[ 1.373989   1.9097785 -7.208701 ]],"[-0.2951229  -0.44552247  0.12601128 -0.84169537 -0.29963341  0.
  1.          0.        ]",[0. 1. 0.]
1010,[[ 1.3698052  1.9305017 -7.216196 ]],"[-0.28268044 -0.38535057  0.12601128 -0.91468223 -0.29689755  0.
  1.          0.        ]",[0. 1. 0.]
1011,[[ 1.393289   1.9662074 -7.4142222]],"[-0.19632088 -0.26156443 -0.27534514 -0.93997379 -0.27821859  0.
  1.          0.        ]",[0. 1. 0.]
1012,[[ 1.4278604  1.813224  -7.52023  ]],"[-0.14299574 -0.1734735  -0.3912891  -0.91409587 -0.26656945  0.
  1.          0.        ]",[0. 1. 0.]
1013,[[ 1.4584695  1.7621435 -7.501023 ]],"[ 0.04177466  0.03224576 -0.69112856 -0.86467017 -0.222541    0.
  1.          0.        ]",[0. 1. 0.]
1014,[[ 1.7775644  1.9528977 -6.8112006]],"[-0.00822377  0.07661796 -0.52952797 -0.91965071 -0.2359094   0.
  1.          0.        ]",[0. 1. 0.]
1015,[[ 1.7266537  1.9010707 -7.2180014]],"[ 0.0081437   0.10916328 -0.50659925 -0.91910326 -0.23194853  0.
  1.          0.        ]",[0. 1. 0.]
1016,[[ 1.7679464  1.9324198 -7.1551266]],"[ 0.10777321  0.17935428 -0.48345109 -0.94161867 -0.2074799   0.
  1.          0.        ]",[0. 1. 0.]
1017,[[ 2.064415   2.1296058 -6.5834727]],"[ 0.11352974  0.22499755 -0.2511609  -0.92656969 -0.2060553   0.
  1.          0.        ]",[0. 1. 0.]
1018,[[ 2.0623376  2.1271076 -6.6627164]],"[ 0.18867233  0.26666173 -0.18462128 -0.97517805 -0.18754033  0.
  1.          0.        ]",[0. 1. 0.]
1019,[[ 2.4285462  2.3644261 -6.091864 ]],"[ 0.12164854  0.20247783  0.01415077 -0.85891244 -0.20076633  0.
  1.          0.        ]",[1. 0. 0.]
1020,[[ 2.0415637  2.1379635 -6.6405373]],"[ 0.13169003  0.11870464 -0.73380001 -0.7774204  -0.19845145  0.
  1.          0.        ]",[0. 1. 0.]
1021,[[ 2.0969462  2.1663892 -5.987564 ]],"[ 0.18192242  0.14251763 -0.66256831 -0.88457533 -0.18711137  0.
  1.          0.        ]",[0. 1. 0.]
1022,[[ 2.3584614  2.3538785 -5.6881027]],"[ 0.13306658  0.14104737 -0.56558192 -0.90136236 -0.19571008  0.
  1.          0.        ]",[1. 0. 0.]
1023,[[ 2.168559   2.2099473 -6.1399226]],"[ 0.17881956  0.13163681 -0.56558192 -0.96091769 -0.18596875  0.
  1.          0.        ]",[0. 1. 0.]
1024,[[ 2.3695335  2.360447  -5.811975 ]],"[ 0.29109285  0.25572679 -0.01198939 -0.85583769 -0.16014631  0.
  1.          0.        ]",[1. 0. 0.]
1025,[[ 2.9396753  2.6712618 -4.7683015]],"[ 0.32394928  0.33458637  0.06783219 -0.88255592 -0.15203051  0.
  1.          0.        ]",[1. 0. 0.]
1026,[[ 3.342113   2.8534875 -4.165579 ]],"[ 0.19571017  0.20983481 -0.5757096  -0.93093075 -0.17176012  0.
  1.          0.        ]",[1. 0. 0.]
1027,[[ 2.6439486  2.5515068 -5.147976 ]],"[ 0.29096183  0.27585264 -0.50552281 -0.87368451 -0.14913347  0.
  1.          0.        ]",[1. 0. 0.]
1028,[[ 3.330946   3.1858377 -3.7493825]],"[ 0.2941485   0.25072021 -0.37458497 -0.88864608 -0.14835887  0.
  1.          0.        ]",[1. 0. 0.]
1029,[[ 3.2645829  3.1090465 -3.890117 ]],"[ 0.29325117  0.18716382 -0.57405983 -0.88891342 -0.14848318  0.
  1.          0.        ]",[1. 0. 0.]
1030,[[ 3.2245197  3.1178923 -3.8113983]],"[ 0.3170618   0.17953874 -0.47969361 -0.86254292 -0.14334503  0.
  1.          0.        ]",[1. 0. 0.]
1031,[[ 3.347701   3.2617602 -3.5452418]],"[ 0.21064241  0.11215633 -0.60159278 -0.84123597 -0.15740246  0.
  1.          0.        ]",[1. 0. 0.]
1032,[[ 2.7702613  2.6862016 -4.4048195]],"[ 0.30588459  0.15888747 -0.49402821 -0.86786615 -0.1377552   0.
  1.          0.        ]",[1. 0. 0.]
1033,[[ 3.410016   3.3159409 -3.3086843]],"[ 0.49168391  0.40214812  0.31400532 -0.69547025 -0.0884367   0.
  1.          0.        ]",[1. 0. 0.]
1034,[[5.871437  5.1223946 1.6445267]],"[ 0.30778485  0.33007274  0.31400532 -0.90052428 -0.11490456  0.
  1.          0.        ]",[1. 0. 0.]
1035,[[ 4.059968   3.4483795 -2.3978462]],"[ 0.30456271  0.21131898 -0.04009971 -0.89503931 -0.11540915  0.
  1.          0.        ]",[1. 0. 0.]
1036,[[ 3.9082122  3.6541076 -2.2259712]],"[ 0.30431525  0.15913443 -0.04009971 -0.93452965 -0.11544525  0.
  1.          0.        ]",[1. 0. 0.]
1037,[[ 3.7643886  3.622191  -2.4853182]],"[ 0.07117493 -0.08130303 -0.99900451 -0.90361786 -0.15528051  0.
  1.          0.        ]",[1. 0. 0.]
1038,[[ 2.5716038  2.509066  -4.3599944]],"[ 0.10479601 -0.17379472 -0.76835205 -0.95039182 -0.14797676  0.
  1.          0.        ]",[1. 0. 0.]
1039,[[ 2.6234937  2.591361  -4.2693896]],"[ 0.05578693 -0.2288179  -0.62294038 -0.93695264 -0.15748987  0.
  1.          0.        ]",[1. 0. 0.]
1040,[[ 2.3604293  2.4210687 -4.779276 ]],"[ 0.08771541 -0.19957783 -0.72959391 -0.93676345 -0.1510984   0.
  1.          0.        ]",[0. 1. 0.]
1041,[[ 2.5214946  2.52486   -4.432575 ]],"[ 0.19433568 -0.01033957 -0.70086545 -0.91655618 -0.12876562  0.
  1.          0.        ]",[0. 1. 0.]
1042,[[ 3.1340365  2.9704657 -3.2849565]],"[ 0.32266857  0.21018404 -0.23311829 -0.87204441 -0.09763052  0.
  1.          0.        ]",[1. 0. 0.]
1043,[[ 4.519134    4.415402   -0.57045335]],"[ 0.30526845  0.18031085 -0.17472851 -0.94026952 -0.10023828  0.
  1.          0.        ]",[1. 0. 0.]
1044,[[ 4.261701   4.164454  -1.2281132]],"[ 0.34396073  0.17653759 -0.17472851 -0.9270948  -0.09069053  0.
  1.          0.        ]",[1. 0. 0.]
1045,[[ 4.652767    4.5820303  -0.32140154]],"[ 0.35181142  0.17351981 -0.10581221 -0.9263585  -0.08879739  0.
  1.          0.        ]",[1. 0. 0.]
1046,[[ 4.6964808  4.626185  -0.2290535]],"[ 0.43314847  0.26126931  0.1640589  -0.86420057 -0.06851423  0.
  1.          0.        ]",[1. 0. 0.]
1047,[[5.7597747 5.453627  1.9215517]],"[ 0.28513932  0.17969788  0.02854763 -0.93434813 -0.08805908  0.
  1.          0.        ]",[1. 0. 0.]
1048,[[ 4.414791   4.3202353 -0.7357969]],"[ 0.17055095  0.0690688  -0.60808524 -0.88540639 -0.10586324  0.
  1.          0.        ]",[1. 0. 0.]
1049,[[ 3.6596892  3.5333014 -1.9856188]],"[ 1.29648169e-01  3.41528623e-04 -8.53019361e-01 -9.21576972e-01
 -1.12729069e-01  0.00000000e+00  1.00000000e+00  0.00000000e+00]",[1. 0. 0.]
1050,[[ 3.4075513  3.2161403 -2.4263613]],"[ 0.1045996  -0.06794812 -0.79729418 -0.94913423 -0.11690776  0.
  1.          0.        ]",[1. 0. 0.]
1051,[[ 3.221822  3.052328 -2.785373]],"[ 0.07462451 -0.06821303 -0.90233992 -0.92333415 -0.12182879  0.
  1.          0.        ]",[1. 0. 0.]
1052,[[ 3.1326237  2.9620159 -2.896637 ]],"[ 0.12258248 -0.06509644 -0.90233992 -0.94590093 -0.11346528  0.
  1.          0.        ]",[1. 0. 0.]
1053,[[ 3.3529954  3.1639962 -2.4950614]],"[ 0.15727682 -0.07623431 -0.968881   -0.94107697 -0.10742514  0.
  1.          0.        ]",[1. 0. 0.]
1054,[[ 3.6137426  3.4782739 -1.8951089]],"[ 0.12535677 -0.13169058 -0.92087647 -0.95506137 -0.11183259  0.
  1.          0.        ]",[1. 0. 0.]
1055,[[ 3.3622053  3.1997826 -2.3981793]],"[ 0.1561917  -0.14034697 -0.89278902 -0.95140504 -0.10690989  0.
  1.          0.        ]",[1. 0. 0.]
1056,[[ 3.4942262  3.3679302 -2.0796037]],"[ 0.19853608 -0.01009813 -0.38204669 -0.90062478 -0.10018569  0.
  1.          0.        ]",[1. 0. 0.]
1057,[[ 3.643533   3.5656905 -1.8851829]],"[ 0.15911087 -0.04532024 -0.38204669 -0.94550502 -0.10483628  0.
  1.          0.        ]",[1. 0. 0.]
1058,[[ 3.3591275  3.2665627 -2.5088296]],"[ 0.20874091  0.01827902 -0.38204669 -0.95120023 -0.097421    0.
  1.          0.        ]",[1. 0. 0.]
1059,[[ 3.7760866  3.690622  -1.7508461]],"[ 0.05255465 -0.13318092 -0.86298363 -0.93068446 -0.11669081  0.
  1.          0.        ]",[1. 0. 0.]
1060,[[ 3.1807883  3.0416977 -2.661523 ]],"[ 0.0607006  -0.17585489 -0.86298363 -0.91793851 -0.11557152  0.
  1.          0.        ]",[1. 0. 0.]
1061,[[ 3.1733239  3.05819   -2.5949588]],"[ 0.05005311 -0.25373041 -0.74389797 -0.92672346 -0.11690776  0.
  1.          0.        ]",[1. 0. 0.]
1062,[[ 3.058043   3.0091288 -2.7594488]],"[ 0.07340724 -0.14101853 -0.95472278 -0.88715847 -0.1140585   0.
  1.          0.        ]",[1. 0. 0.]
1063,[[ 3.2450867  3.0984547 -2.407686 ]],"[ 0.12311547 -0.10514095 -0.77434238 -0.95055931 -0.10804756  0.
  1.          0.        ]",[1. 0. 0.]
1064,[[ 3.3778312  3.229604  -2.3447995]],"[ 0.29740624  0.37446916 -0.30953943 -0.91110662 -0.08359947  0.
  1.          0.        ]",[1. 0. 0.]
1065,[[5.1804895  4.913574   0.65276456]],"[ 0.2686909   0.3505211  -0.26979839 -0.94192366 -0.0863803   0.
  1.          0.        ]",[1. 0. 0.]
1066,[[4.9229302  4.6742406  0.14076167]],"[ 0.33726571  0.35979717 -0.20965019 -0.95069809 -0.0757607   0.
  1.          0.        ]",[1. 0. 0.]
1067,[[5.481309  5.189595  1.2358918]],"[ 0.21223428  0.18383922 -0.87668124 -0.94849906 -0.08788753  0.
  1.          0.        ]",[1. 0. 0.]
1068,[[ 4.5344114   4.498418   -0.34387046]],"[ 0.1386338   0.09474528 -0.87668124 -0.94426338 -0.09581766  0.
  1.          0.        ]",[1. 0. 0.]
1069,[[ 3.9974704  3.8495386 -1.232564 ]],"[ 0.15258298  0.04025556 -0.97689995 -0.9502052  -0.09399341  0.
  1.          0.        ]",[1. 0. 0.]
1070,[[ 4.091043    3.9724264  -0.96019167]],"[ 0.27546056  0.21609073 -0.35085334 -0.90844277 -0.07685196  0.
  1.          0.        ]",[1. 0. 0.]
1071,[[4.919479   4.932435   0.60614246]],"[ 0.3041594   0.22192818 -0.35085334 -0.95261861 -0.07250017  0.
  1.          0.        ]",[0. 1. 0.]
1072,[[5.1348805  5.1429386  0.93402445]],"[ 2.66237395e-01  2.24392260e-01  1.24759619e-04 -8.96264361e-01
 -7.59117355e-02  0.00000000e+00  1.00000000e+00  0.00000000e+00]",[0. 1. 0.]
1073,[[4.799655  4.6781473 0.3020146]],"[ 0.25391913  0.06739245 -0.87748131 -0.930836   -0.07698647  0.
  1.          0.        ]",[1. 0. 0.]
1074,[[4.822352   4.917689   0.53001493]],"[ 0.16469121  0.01504974 -0.87748131 -0.94258245 -0.0849113   0.
  1.          0.        ]",[0. 1. 0.]
1075,[[ 4.239283    4.1713195  -0.53032476]],"[ 0.2439017   0.12761126 -0.62287498 -0.96282705 -0.07519079  0.
  1.          0.        ]",[1. 0. 0.]
1076,[[4.7542133  4.7339582  0.31400394]],"[ 0.20093287  0.12476313 -0.52773348 -0.91856188 -0.07892307  0.
  1.          0.        ]",[1. 0. 0.]
1077,[[ 4.5059485   4.4602222  -0.01570135]],"[ 0.33494758  0.34121431 -0.11720667 -0.87647788 -0.06123417  0.
  1.          0.        ]",[1. 0. 0.]
1078,[[5.914667  5.6690817 2.5687816]],"[ 0.36789487  0.3482896  -0.11720667 -0.95524832 -0.05636017  0.
  1.          0.        ]",[1. 0. 0.]
1079,[[6.15971  5.941444 2.897081]],"[ 0.04261729  0.0300144  -0.900713   -0.83922517 -0.08936461  0.
  1.          0.        ]",[1. 0. 0.]
1080,[[ 3.8623683  3.7363145 -0.8862676]],"[ 0.07994972 -0.25382638 -0.54931    -0.89999375 -0.08445098  0.
  1.          0.        ]",[1. 0. 0.]
1081,[[ 3.643361   3.6797652 -1.111206 ]],"[ 0.1611501  -0.00311203 -0.85464932 -0.88064273 -0.0734178   0.
  1.          0.        ]",[0. 1. 0.]
1082,[[4.52517    4.5439444  0.38059902]],"[-0.09067287 -0.39354912 -0.34556199 -0.79551127 -0.10934797  0.
  1.          0.        ]",[0. 1. 0.]
1083,[[ 2.7558115  3.016737  -2.5807188]],"[-0.0956438  -0.51306753 -0.16100686 -0.91534548 -0.11022256  0.
  1.          0.        ]",[0. 1. 0.]
1084,[[ 2.6496067  3.0807765 -2.9664354]],"[-0.26936752 -0.53863924  0.04558681 -0.8356068  -0.14673668  0.
  1.          0.        ]",[0. 1. 0.]
1085,[[ 1.8795278  2.3415046 -4.583896 ]],"[-0.37851178 -0.58997612  0.30934785 -0.90794892 -0.17967308  0.
  1.          0.        ]",[0. 1. 0.]
1086,[[ 1.62518    2.1788726 -5.4778013]],"[-0.44848767 -0.47721008  0.40994526 -0.88042643 -0.20701517  0.
  1.          0.        ]",[0. 1. 0.]
1087,[[ 1.4692597  2.087355  -6.042997 ]],"[-0.31205483 -0.37567871  0.53567156 -0.77637049 -0.18489956  0.
  1.          0.        ]",[0. 1. 0.]
1088,[[ 1.4717956  2.124226  -5.906495 ]],"[-0.35616182 -0.27691266  0.20134261 -0.84553514 -0.20063054  0.
  1.          0.        ]",[0. 1. 0.]
1089,[[ 1.4461942  2.0343466 -6.261671 ]],"[-0.23930139 -0.22487517  0.20134261 -0.91352513 -0.18060156  0.
  1.          0.        ]",[0. 1. 0.]
1090,[[ 1.6094389  2.1553078 -6.145946 ]],"[-0.07457914 -0.12692044 -0.53712947 -0.76893214 -0.14941097  0.
  1.          0.        ]",[0. 1. 0.]
1091,[[ 2.276362   2.325198  -4.3486986]],"[-0.05304818 -0.07750505 -0.79879714 -0.90000842 -0.14513809  0.
  1.          0.        ]",[0. 1. 0.]
1092,[[ 2.587144   2.5238533 -4.0399246]],"[ 0.01460432 -0.02805299 -0.92623652 -0.89278509 -0.13183918  0.
  1.          0.        ]",[1. 0. 0.]
1093,[[ 2.9154391  2.7554634 -3.3229995]],"[ 0.06143707  0.03417697 -0.96783687 -0.81863762 -0.12252225  0.
  1.          0.        ]",[1. 0. 0.]
1094,[[ 3.1495159  2.9486406 -2.7147026]],"[ 0.03278305  0.05618973 -0.85753934 -0.8744827  -0.12799059  0.
  1.          0.        ]",[1. 0. 0.]
1095,[[ 2.9998982  2.8028505 -3.1868842]],"[ 0.02936828  0.08644813 -0.85753934 -0.85738336 -0.12861796  0.
  1.          0.        ]",[1. 0. 0.]
1096,[[ 2.9904945  2.7827735 -3.199112 ]],"[ 0.07252702  0.13171006 -0.85753934 -0.93063788 -0.12115433  0.
  1.          0.        ]",[1. 0. 0.]
1097,[[ 3.29152    3.0475574 -2.829996 ]],"[ 0.05338624  0.13787768 -0.76358276 -0.92143086 -0.12422309  0.
  1.          0.        ]",[1. 0. 0.]
1098,[[ 3.166965   2.9274454 -3.0736241]],"[-0.0389665   0.06123726 -0.71981846 -0.87780183 -0.13982258  0.
  1.          0.        ]",[1. 0. 0.]
1099,[[ 2.7321904  2.5981865 -3.809118 ]],"[ 0.00241288  0.06110359 -0.71981846 -0.91883688 -0.13345664  0.
  1.          0.        ]",[1. 0. 0.]
1100,[[ 2.8986628  2.7263207 -3.5569978]],"[ 0.06732673  0.07272454 -0.85571477 -0.93917783 -0.12336292  0.
  1.          0.        ]",[1. 0. 0.]
1101,[[ 3.1838307  2.9566796 -3.0002801]],"[ 0.19773715  0.22657868 -0.53981186 -0.89274776 -0.10104589  0.
  1.          0.        ]",[1. 0. 0.]
1102,[[ 4.119507   4.0072584 -1.2498744]],"[ 0.20106847  0.33989326 -0.26924288 -0.868204   -0.10044888  0.
  1.          0.        ]",[1. 0. 0.]
1103,[[ 4.3100705  4.0386543 -1.0067434]],"[ 0.17809572  0.24907819 -0.60317129 -0.90492139 -0.10333464  0.
  1.          0.        ]",[1. 0. 0.]
1104,[[ 4.0565605  3.9201765 -1.443382 ]],"[ 0.2265195   0.28036838 -0.45149326 -0.9064527  -0.09546971  0.
  1.          0.        ]",[1. 0. 0.]
1105,[[ 4.4252567  4.3417068 -0.6871087]],"[ 0.01184396  0.03153898 -0.90993252 -0.8713534  -0.12506631  0.
  1.          0.        ]",[1. 0. 0.]
1106,[[ 3.051208   2.8523803 -2.9800305]],"[ 0.13467474  0.05523894 -0.90993252 -0.92378366 -0.1046063   0.
  1.          0.        ]",[1. 0. 0.]
1107,[[ 3.7401493  3.5700293 -1.7521   ]],"[ 0.13888343  0.08436879 -0.95395185 -0.94117842 -0.10388184  0.
  1.          0.        ]",[1. 0. 0.]
1108,[[ 3.8365428  3.656827  -1.6360726]],"[ 0.04795273 -0.00211569 -0.90018976 -0.91801061 -0.11721513  0.
  1.          0.        ]",[1. 0. 0.]
1109,[[ 3.2447011  3.036317  -2.6413913]],"[ 0.07246528 -0.01051237 -0.90018976 -0.9369437  -0.11342931  0.
  1.          0.        ]",[1. 0. 0.]
1110,[[ 3.354516   3.145302  -2.4563396]],"[ 0.05243995 -0.11720864 -0.56495848 -0.92823627 -0.11625727  0.
  1.          0.        ]",[1. 0. 0.]
1111,[[ 3.07934    2.9962351 -2.8934114]],"[ 0.07419341 -0.04777646 -0.94885107 -0.89132619 -0.11323178  0.
  1.          0.        ]",[1. 0. 0.]
1112,[[ 3.3125322  3.1164477 -2.3785572]],"[ 0.06770588 -0.07821789 -0.94885107 -0.88488415 -0.11404058  0.
  1.          0.        ]",[1. 0. 0.]
1113,[[ 3.271597   3.0937169 -2.4115357]],"[ 0.06662719 -0.24291293 -0.46222887  0.10717918 -0.11416645  0.
  1.          0.        ]",[1. 0. 0.]
1114,[[3.3089738  3.7348046  0.19106197]],"[-0.06863627 -0.37638132 -0.46222887 -0.84131477 -0.13122679  0.
  1.          0.        ]",[0. 1. 0.]
1115,[[ 2.4316206  2.6242418 -3.6901617]],"[-0.19899437 -0.63537274  0.01633772 -0.87936217 -0.15225173  0.
  1.          0.        ]",[0. 1. 0.]
1116,[[ 1.8447738  2.3325    -4.8363967]],"[-0.20779158 -0.5540824   0.14436574 -0.85971925 -0.15383163  0.
  1.          0.        ]",[0. 1. 0.]
1117,[[ 1.756326   2.3118582 -5.072613 ]],"[-0.03997644 -0.28312511 -0.47919378 -0.85183585 -0.13422055  0.
  1.          0.        ]",[0. 1. 0.]
1118,[[ 2.473909   2.5895634 -3.8276322]],"[-0.14974034 -0.29187843 -0.47919378 -0.87637707 -0.15230942  0.
  1.          0.        ]",[0. 1. 0.]
1119,[[ 2.1303039  2.3404584 -4.655143 ]],"[-0.1964645  -0.3214554  -0.30305764 -0.90650917 -0.16105403  0.
  1.          0.        ]",[0. 1. 0.]
1120,[[ 1.9102669  2.2642956 -5.2005267]],"[-0.21419996 -0.31697721 -0.14078711 -0.88828398 -0.1644241   0.
  1.          0.        ]",[0. 1. 0.]
1121,[[ 1.7774514  2.2223516 -5.4476366]],"[-0.22300448 -0.26538263 -0.25294378 -0.87955071 -0.16603758  0.
  1.          0.        ]",[0. 1. 0.]
1122,[[ 1.82107    2.1899693 -5.3918004]],"[-0.25110666 -0.27645284 -0.15818258 -0.91169394 -0.17108398  0.
  1.          0.        ]",[0. 1. 0.]
1123,[[ 1.726934   2.161734  -5.6704674]],"[-0.11129787 -0.19848013 -0.46989065 -0.91658074 -0.15607412  0.
  1.          0.        ]",[0. 1. 0.]
1124,[[ 2.2062507  2.3590248 -4.815817 ]],"[-0.06342256 -0.12028002 -0.78611093 -0.9292514  -0.15061853  0.
  1.          0.        ]",[0. 1. 0.]
1125,[[ 2.4896529  2.4648294 -4.318817 ]],"[ 0.00885313 -0.0123036  -0.8826102  -0.91751421 -0.14221887  0.
  1.          0.        ]",[1. 0. 0.]
1126,[[ 2.7602332  2.630701  -3.8500915]],"[-0.05707258 -0.02844379 -0.96572523 -0.95045116 -0.15088719  0.
  1.          0.        ]",[1. 0. 0.]
1127,[[ 2.624121   2.5233452 -4.18691  ]],"[-0.04865522 -0.05205232 -0.71780739 -0.95200385 -0.14996656  0.
  1.          0.        ]",[1. 0. 0.]
1128,[[ 2.5598311  2.50423   -4.3330956]],"[-0.07659427  0.00539698 -0.71780739 -0.95593008 -0.15348448  0.
  1.          0.        ]",[1. 0. 0.]
1129,[[ 2.5296707  2.46321   -4.468719 ]],"[-0.11571836 -0.15619865 -0.28595179 -0.92908775 -0.15844205  0.
  1.          0.        ]",[1. 0. 0.]
1130,[[ 2.1415358  2.3616695 -5.0711036]],"[-0.14305824 -0.13764023 -0.31883485 -0.94795512 -0.16193384  0.
  1.          0.        ]",[0. 1. 0.]
1131,[[ 2.114766   2.3278267 -5.1926365]],"[-0.1479715  -0.1699429  -0.22825793 -0.96128967 -0.16254072  0.
  1.          0.        ]",[0. 1. 0.]
1132,[[ 2.055851  2.334434 -5.3202  ]],"[-0.33715564 -0.56509504  0.32433301 -0.853631   -0.19130261  0.
  1.          0.        ]",[0. 1. 0.]
1133,[[ 1.5173123  2.1061845 -5.759567 ]],"[-0.51867306 -0.72113342  0.59880875 -0.54068157 -0.23967295  0.
  1.          0.        ]",[0. 1. 0.]
1134,[[ 1.6060975  1.8596145 -5.0203605]],"[-0.60765496 -0.66510873  0.70703024 -0.40735075 -0.27962906  0.
  1.          0.        ]",[0. 1. 0.]
1135,[[ 1.5426754  1.8023083 -5.217117 ]],"[-0.63300462 -0.51656339  0.74186291 -0.75597276 -0.29410042  0.
  1.          0.        ]",[0. 1. 0.]
1136,[[ 1.3913336  1.9751542 -6.547286 ]],"[-0.64563961 -0.38217482  0.45515583 -0.62282569 -0.30164367  0.
  1.          0.        ]",[0. 1. 0.]
1137,[[ 1.3338941  1.8535423 -6.4560876]],"[-0.64653032 -0.32941818  0.51293062 -0.76920905 -0.30215954  0.
  1.          0.        ]",[0. 1. 0.]
1138,[[ 1.334431   1.9209412 -6.854248 ]],"[-0.54999982 -0.25544519  0.20439406 -0.85393726 -0.29100129  0.
  1.          0.        ]",[0. 1. 0.]
1139,[[ 1.3309319  1.9000401 -7.055108 ]],"[-0.48358355 -0.19744463 -0.23079092 -0.84964767 -0.28324624  0.
  1.          0.        ]",[0. 1. 0.]
1140,[[ 1.3495455  1.8248081 -7.0828567]],"[-0.49983927 -0.18576864 -0.20688586 -0.89380692 -0.28899952  0.
  1.          0.        ]",[0. 1. 0.]
1141,[[ 1.3606502  1.8463333 -7.2165236]],"[-0.41087566 -0.15875763 -0.40795249 -0.8714204  -0.27894114  0.
  1.          0.        ]",[0. 1. 0.]
1142,[[ 1.3743551  1.766419  -7.217667 ]],"[-0.4270804  -0.15239542 -0.40795249 -0.89715922 -0.28362822  0.
  1.          0.        ]",[0. 1. 0.]
